"repo","time_since_last_push","stars_count","forks_count"
"PNNL-Comp-Mass-Spec/DMS-Instrument-Directory-Scanner",14405045,0,0
"PNNL-Comp-Mass-Spec/DMS-Model-Config-Db-Updater",10873004,0,0
"PNNL-Comp-Mass-Spec/DMS-Organism-Database-Handler",5502930,0,1
"PNNL-Comp-Mass-Spec/DMS-Program-Runner-Service",19602577,0,0
"PNNL-Comp-Mass-Spec/DMS-Space-Manager",5077746,0,0
"PNNL-Comp-Mass-Spec/DMS-Update-Manager",14405120,0,0
"PNNL-Comp-Mass-Spec/DMS-Website",1800912,1,0
"PNNL-Comp-Mass-Spec/DtaRefinery",53442140,0,0
"PNNL-Comp-Mass-Spec/FAIMS-MzXML-Generator",50513157,4,1
"PNNL-Comp-Mass-Spec/Fasta-File-Splitter",53440390,3,2
"PNNL-Comp-Mass-Spec/Fasta-Organism-Filter",26488694,1,1
"PNNL-Comp-Mass-Spec/File-Comparison-Sampler",26488640,0,1
"PNNL-Comp-Mass-Spec/File-Content-Updater",52059313,0,0
"PNNL-Comp-Mass-Spec/FlexibleFileSortUtility",13984302,0,1
"PNNL-Comp-Mass-Spec/Formularity",9673357,5,0
"PNNL-Comp-Mass-Spec/glmnetGLR",179597014,0,0
"PNNL-Comp-Mass-Spec/GlyQ-IQ",53440407,2,2
"PNNL-Comp-Mass-Spec/IMS-Drift-Time-Aligner",57194019,2,0
"PNNL-Comp-Mass-Spec/IMS-Informed-Library",7077580,2,0
"PNNL-Comp-Mass-Spec/InfernoRDN",51401911,3,3
"PNNL-Comp-Mass-Spec/Informed-Proteomics",23750422,28,7
"PNNL-Comp-Mass-Spec/Interference-Detection",37633415,0,0
"PNNL-Comp-Mass-Spec/Kaiko",51669731,2,5
"PNNL-Comp-Mass-Spec/Kaiko_Publication",150664278,1,1
"PNNL-Comp-Mass-Spec/LC-IMS-MS-Feature-Finder",53440461,1,1
"PNNL-Comp-Mass-Spec/LC-MS-Feature-Finder",97626489,0,0
"PNNL-Comp-Mass-Spec/LCMS-Spectator",23740215,7,5
"PNNL-Comp-Mass-Spec/LCMSNet",664142,3,1
"PNNL-Comp-Mass-Spec/LINCS-Finder",172015016,1,1
"PNNL-Comp-Mass-Spec/LIPID-Split",137261582,0,0
"PNNL-Comp-Mass-Spec/LipidFDR",175001750,1,2
"PNNL-Comp-Mass-Spec/LipidMiniOn",137441304,2,1
"PNNL-Comp-Mass-Spec/LIQUID",38870578,18,1
"PNNL-Comp-Mass-Spec/List-Windows-Shares",252946958,0,1
"PNNL-Comp-Mass-Spec/ListPOR",53440606,0,0
"PNNL-Comp-Mass-Spec/LLRC-Runner",10536574,0,0
"PNNL-Comp-Mass-Spec/Mage",5102668,0,0
"PNNL-Comp-Mass-Spec/MASIC",6022227,11,4
"PNNL-Comp-Mass-Spec/MASIC-Results-Merger",52230851,1,0
"PNNL-Comp-Mass-Spec/MaxQuant-Param-File-Mod-Extractor",52069853,0,0
"PNNL-Comp-Mass-Spec/mediawiki-extensions-LdapAuthentication",6388114,0,0
"PNNL-Comp-Mass-Spec/Mediawiki-Preloader",15450243,0,0
"PNNL-Comp-Mass-Spec/MetaboliteValidation",18266810,1,0
"PNNL-Comp-Mass-Spec/MetabolomicsCCS",167509583,2,0
"PNNL-Comp-Mass-Spec/metaPro",50324967,0,0
"PNNL-Comp-Mass-Spec/Molecular-Weight-Calculator-DLL",24861451,10,3
"PNNL-Comp-Mass-Spec/Molecular-Weight-Calculator-VB6",53440336,8,5
"PNNL-Comp-Mass-Spec/motrpac-tools",90437028,0,0
"PNNL-Comp-Mass-Spec/MotrpacRatTraining6moWAT",8190263,1,0
"PNNL-Comp-Mass-Spec/MotrpacRatTraining6moWATData",7863843,1,0
"PNNL-Comp-Mass-Spec/MS-Data-File-Reader",26926394,3,3
"PNNL-Comp-Mass-Spec/MS-File-Info-Scanner",6031509,7,3
"PNNL-Comp-Mass-Spec/MSBuild-Multi-Project-Builder",37734130,0,0
"PNNL-Comp-Mass-Spec/MSCC",134613492,2,2
"PNNL-Comp-Mass-Spec/MSGFPlus_MASIC_Toolbox",51402123,0,2
"PNNL-Comp-Mass-Spec/MSnID",11479361,1,2
"PNNL-Comp-Mass-Spec/MSnSet.utils",651517,2,4
"PNNL-Comp-Mass-Spec/MTDB-Creator",52059625,0,2
"PNNL-Comp-Mass-Spec/MultiAlign",18258491,3,2
"PNNL-Comp-Mass-Spec/Multidimensional-Peak-Finding",138470210,2,2
"PNNL-Comp-Mass-Spec/MyEMSL-MTS-File-Cache-Manager",5064537,2,0
"PNNL-Comp-Mass-Spec/MyEMSL-Reader",833585,2,0
"PNNL-Comp-Mass-Spec/Mzid-To-Tsv-Converter",19590969,5,2
"PNNL-Comp-Mass-Spec/MzidMerger",14939956,2,0
"PNNL-Comp-Mass-Spec/NMDC-Proteomics-Workflow",92070325,0,0
"PNNL-Comp-Mass-Spec/OBO-Data-Converter",39702776,0,0
"PNNL-Comp-Mass-Spec/OWL-Data-Converter",55184037,0,1
"PNNL-Comp-Mass-Spec/OxyDataPlotter",26054881,1,1
"PNNL-Comp-Mass-Spec/Package_Folder_Create_Manager",5076781,0,0
"PNNL-Comp-Mass-Spec/Parameter-File-Editor",5594171,0,0
"PNNL-Comp-Mass-Spec/PepAligner",277051619,1,2
"PNNL-Comp-Mass-Spec/Peptide-Fragmentation-Modeller",277051245,1,2
"PNNL-Comp-Mass-Spec/PeptideListToXML",26829899,1,1
"PNNL-Comp-Mass-Spec/PeptideProphetLibrary",54995159,0,1
"PNNL-Comp-Mass-Spec/PgSQL-Table-Creator-Helper",27969058,0,0
"PNNL-Comp-Mass-Spec/PgSQL-View-Creator-Helper",16911759,0,0
"PNNL-Comp-Mass-Spec/PHRP",6972984,0,0
"PNNL-Comp-Mass-Spec/PHRP-Test-Data",69426979,0,0
"PNNL-Comp-Mass-Spec/PIXIE",177621632,1,0
"PNNL-Comp-Mass-Spec/PlexedPiper",2033639,2,2
"PNNL-Comp-Mass-Spec/PlexedPiperTestData",39380826,0,0
"PNNL-Comp-Mass-Spec/PlexedPiper_ShinyApp",87093643,0,0
"PNNL-Comp-Mass-Spec/PNNL-Biodiversity-Library-Plugin",177359594,1,3
"PNNL-Comp-Mass-Spec/PNNL-Comp-Mass-Spec.github.io",2997033,1,1
"PNNL-Comp-Mass-Spec/PNNL-Omics",82832082,0,1
"PNNL-Comp-Mass-Spec/PNNL.DMS.utils",2037654,1,0
"PNNL-Comp-Mass-Spec/PopulationVariationPlugin",53440523,0,1
"PNNL-Comp-Mass-Spec/PPMErrorCharter",19590190,0,0
"PNNL-Comp-Mass-Spec/PRISM-Class-Library",2734095,2,2
"PNNL-Comp-Mass-Spec/protein-coverage-summarizer",7050770,5,3
"PNNL-Comp-Mass-Spec/Protein-Digestion-Simulator",37228993,4,2
"PNNL-Comp-Mass-Spec/Protein-File-Reader",3187725,0,1
"PNNL-Comp-Mass-Spec/Protein-Parsimony",38095616,0,0
"PNNL-Comp-Mass-Spec/Protein-Sequence-Motif-Extractor",53440501,1,0
"PNNL-Comp-Mass-Spec/proteinisletplotter",187832289,1,2
"PNNL-Comp-Mass-Spec/proteomics-data-analysis-tutorial",35039502,5,4
"PNNL-Comp-Mass-Spec/Proteowizard-Wrapper",6301342,3,0
"PNNL-Comp-Mass-Spec/PSI-Interface",19599301,3,2
"PNNL-Comp-Mass-Spec/pwiz",32911929,0,0
"PNNL-Comp-Mass-Spec/Q4SRM",132083800,2,0
"PNNL-Comp-Mass-Spec/rmd-runs",177616377,0,1
"PNNL-Comp-Mass-Spec/Rodin",43701554,1,1
"PNNL-Comp-Mass-Spec/RomicsProcessor",9852527,4,2
"PNNL-Comp-Mass-Spec/R_skills_assessment",170103753,1,4
"PNNL-Comp-Mass-Spec/SAIS-CSharp",3187674,0,1
"PNNL-Comp-Mass-Spec/Sequest-Results-Processor",26587946,0,0
"PNNL-Comp-Mass-Spec/SimELIT",10860387,2,1
"PNNL-Comp-Mass-Spec/Sipper",97608210,1,1
"PNNL-Comp-Mass-Spec/SMAQC",26320009,0,0
"PNNL-Comp-Mass-Spec/SMAQC_Website",11552392,0,0
"PNNL-Comp-Mass-Spec/SpectrumLook",71267099,0,1
"PNNL-Comp-Mass-Spec/SQL-Server-First-Responder-Kit",54007014,0,0
"PNNL-Comp-Mass-Spec/SQLServer-Stored-Procedure-Converter",21851154,2,0
"PNNL-Comp-Mass-Spec/sqlserver2pgsql",38785706,0,0
"PNNL-Comp-Mass-Spec/Status-Message-DB-Updater",5066717,0,0
"PNNL-Comp-Mass-Spec/Step-Field-CCS",138062537,2,0
"PNNL-Comp-Mass-Spec/TargetedLCSLIM",91667057,0,0
"PNNL-Comp-Mass-Spec/Thermo-FAIMS-to-MzML",52069721,2,0
"PNNL-Comp-Mass-Spec/Thermo-Peak-Data-Exporter",52069048,0,0
"PNNL-Comp-Mass-Spec/Thermo-Raw-File-Reader",6307522,29,10
"PNNL-Comp-Mass-Spec/Thermo-Raw-Metadata-Plotter",106172245,0,0
"PNNL-Comp-Mass-Spec/TieDIE-mod",17064763,0,0
"PNNL-Comp-Mass-Spec/Tissue_Classification",106094009,2,4
"PNNL-Comp-Mass-Spec/TopPICR",650088,2,1
"PNNL-Comp-Mass-Spec/TopPICR_reproducible_code_for_JPR",17715628,0,0
"PNNL-Comp-Mass-Spec/UIMF-Library",3187622,1,4
"PNNL-Comp-Mass-Spec/UIMF-Viewer",83435953,1,0
"PNNL-Comp-Mass-Spec/uimfpy",17714786,4,4
"PNNL-Comp-Mass-Spec/Uniprot-DAT-File-Parser",53440360,2,1
"PNNL-Comp-Mass-Spec/Unpivot-Tool",74649377,0,1
"PNNL-Comp-Mass-Spec/Validate-Fasta-File",13984260,1,2
"PNNL-Comp-Mass-Spec/Venn-Diagram-Plotter",53440314,2,2
"PNNL-Comp-Mass-Spec/VIPER",53440294,1,3
"PNNL-Comp-Mass-Spec/VSProj-NuGet-Version-Updater",5594808,0,0
"PNNL-CompBio/2018-07-19-PNNL-SWC",158177695,0,0
"PNNL-CompBio/2018-08-22-PNNL-SWC",150320520,0,0
"PNNL-CompBio/2018-10-29-PNNL-SWC",148243651,0,0
"PNNL-CompBio/2019-03-26-OmicsDashboard-tutorial",135167725,0,0
"PNNL-CompBio/2019-03.14-15-PNNL-SWC",127244466,0,1
"PNNL-CompBio/2019-07.22-23-PNNL-SWC",125453688,0,0
"PNNL-CompBio/2019-11.21-22-PNNL-SWC",114450473,0,1
"PNNL-CompBio/2020-04.09-10-PNNL-SWC",104788503,0,0
"PNNL-CompBio/3D_Scaffold",41714146,21,3
"PNNL-CompBio/AlphaEnzyme",39477503,0,1
"PNNL-CompBio/AMECovDock",42980602,0,0
"PNNL-CompBio/amlDrugCombos",49330677,3,1
"PNNL-CompBio/amlresistancenetworks",37130627,3,2
"PNNL-CompBio/autokeras",134971036,0,0
"PNNL-CompBio/AVine-GEM",5699588,0,0
"PNNL-CompBio/bayesian-inference",56912703,2,1
"PNNL-CompBio/BayesianOptimization",32462893,0,0
"PNNL-CompBio/beatAMLpilotProteomics",36907544,1,2
"PNNL-CompBio/BeatAMLproteomics",1298439,4,2
"PNNL-CompBio/bigscience",34261757,0,0
"PNNL-CompBio/bioservices",61459628,0,0
"PNNL-CompBio/Boltzmann",129489994,2,4
"PNNL-CompBio/BoltzmannMFX",2057174,1,1
"PNNL-CompBio/BoolODE",32900770,0,0
"PNNL-CompBio/bsf-jaccard-core",29098431,0,0
"PNNL-CompBio/bsf-jaccard-py",29098015,0,0
"PNNL-CompBio/candleDataProcessing",164235,2,2
"PNNL-CompBio/chemprop-IR",73065663,0,0
"PNNL-CompBio/CME-QM",23838553,4,1
"PNNL-CompBio/cNFOrganoidAnalysis",1900479,3,1
"PNNL-CompBio/CompositeReactionFreeEnergies",70859228,0,0
"PNNL-CompBio/CONCERTO",1370072,3,2
"PNNL-CompBio/ConsortiumModels",772975,0,0
"PNNL-CompBio/cytokineDrugResistance",610065,1,2
"PNNL-CompBio/decomprolute",4220564,12,3
"PNNL-CompBio/deepchem",73418105,0,0
"PNNL-CompBio/DLKcat",31722026,0,0
"PNNL-CompBio/earlyLateAMLresistance",59443783,1,2
"PNNL-CompBio/EColi-GEM",11667998,0,0
"PNNL-CompBio/esm",9755478,0,0
"PNNL-CompBio/google-research",46130921,0,0
"PNNL-CompBio/gpt-2",71560747,0,0
"PNNL-CompBio/graph-neural-networks",147198046,0,0
"PNNL-CompBio/ident",128908265,0,0
"PNNL-CompBio/ion-mob-ms",3198432,1,0
"PNNL-CompBio/iRhto_memote",39907935,0,0
"PNNL-CompBio/kansas-native-prairie",139910600,0,0
"PNNL-CompBio/latex-grant",137510835,0,0
"PNNL-CompBio/leapR",9056209,15,6
"PNNL-CompBio/microPots-pancreas",7500337,1,0
"PNNL-CompBio/ML_UVvisModels",10024187,3,0
"PNNL-CompBio/mongochemdeploy",113085239,0,0
"PNNL-CompBio/nasbench",136151209,0,0
"PNNL-CompBio/NEATO",11567728,1,0
"PNNL-CompBio/NeurosporaGlucoseCompensation",145132491,0,0
"PNNL-CompBio/ontogpt",5765318,0,0
"PNNL-CompBio/openmm",108494145,0,0
"PNNL-CompBio/optuna",30793251,0,0
"PNNL-CompBio/p3",67741708,2,1
"PNNL-CompBio/perseq",144617454,7,0
"PNNL-CompBio/pf-gnn_pli",58406653,8,4
"PNNL-CompBio/plip",67512838,1,0
"PNNL-CompBio/PZA-machine-learner",132634301,0,0
"PNNL-CompBio/RToru-GEM",1982728,0,0
"PNNL-CompBio/SecondarySnekmer",14761104,0,0
"PNNL-CompBio/SElon7942-GEM",1293113,0,0
"PNNL-CompBio/SERGIO",7351597,0,1
"PNNL-CompBio/Snekmer",2754367,9,1
"PNNL-CompBio/spack",22109022,0,0
"PNNL-CompBio/spammR",598006,1,1
"PNNL-CompBio/spatial-proteomics-mapping",4561117,0,0
"PNNL-CompBio/srpAnalytics",4234235,5,0
"PNNL-CompBio/Yarrowia-Modeling",144858002,1,0
"PNNL-EPRI/PNNL-EPRI-Reliability",88889722,0,0
"pnnl-miscscripts/charts",810270,0,0
"pnnl-miscscripts/image-library-charts",896659,0,0
"pnnl-miscscripts/miscscripts",2053895,8,7
"PNNL-OE-Redox-Flow-Battery-Cost-Tool/PNNL-OE-Redox-Flow-Battery-Cost-Tool",219700483,7,5
"PNNL-Project/airflow-data-pipeline",69592063,1,0
"PNNL-Project/data-importers",69646515,0,0
"PNNL-Project/documentation",68684931,0,0
"PNNL-Project/grafana-services",69616442,0,0
"PNNL-Project/ml-models",69641393,0,0
"PNNL-Project/mysql-files",69640960,0,0
"PNNL-Project/react-app",69617379,0,0
"pnnl-rc-k8s-status/pnnl-rc-k8s-status.github.io",105998045,0,0
"PNNL-TES/3soils",134522123,1,0
"PNNL-TES/bahn-rs-test",133160546,2,1
"PNNL-TES/cpcrw",238830376,0,0
"PNNL-TES/dgk_biogeosci_2022",44769391,0,0
"PNNL-TES/dwp_injection",230010140,0,0
"PNNL-TES/dwp_peyton",231889801,0,2
"PNNL-TES/GlobalC",45650940,6,4
"PNNL-TES/interns",110438428,0,0
"PNNL-TES/kpsr",130232292,0,0
"PNNL-TES/landmodels",83617234,3,1
"PNNL-TES/millenial",136580830,3,3
"PNNL-TES/picarro.data",115270441,1,0
"PNNL-TES/R-workshops-markdown",17833900,0,0
"PNNL-TES/rcq10",132742494,1,0
"PNNL-TES/soiltexture",240875790,0,0
"PNNL-TES/TES-drydown",19075041,2,1
"PNNL-TES/TES-mgmt",138795808,1,0
"PNNL-TES/time-for-warming",137905189,1,0
"PNNL-TES/warner-rs",135580292,1,0
"pnnlhep/b2s",193865418,0,1
"pnnlhep/bareos-fd",181613700,0,0
"pnnlhep/belle2-condor-sd",233834374,0,0
"pnnlhep/belle2-dirac",188859369,0,0
"pnnlhep/belle2-wn",212265361,0,0
"pnnlhep/checkmk-client",203790860,0,0
"pnnlhep/collectd",210806988,0,0
"pnnlhep/conditions-db-ui",236536467,0,0
"pnnlhep/dirac-condor-sd",235423447,0,0
"pnnlhep/login",190577735,0,0
"pnnlhep/logrotate",229906935,0,0
"pnnlhep/monitoring-for-openstack",226892971,0,0
"pnnlhep/osg-base",232854231,0,1
"pnnlhep/osg-bestman2",147899335,0,0
"pnnlhep/osg-ce",236033438,0,0
"pnnlhep/osg-compute",213666870,0,0
"pnnlhep/osg-cvmfs",219542160,0,0
"pnnlhep/osg-fetch-crl",151456985,0,0
"pnnlhep/osg-gridftp",170122247,0,0
"pnnlhep/osg-gridgk",213661085,0,0
"pnnlhep/osg-gums-crond",236021088,0,0
"pnnlhep/osg-nscd",215891362,0,0
"pnnlhep/osg-nslcd",215891428,0,0
"pnnlhep/osg-squid",219560723,0,1
"pnnlhep/p8compute",149626049,0,0
"pnnlhep/project8",24530230,0,0
"pnnlhep/voms",90886506,0,0
"PNNLLoadForecasting/PNNLLoadForecast",74977206,0,0
"pnnltestsystem/PNNL-NCSU-Combined-transmission-distribution-system",127247868,0,2
"pochedls/xsearch",17019704,7,1
"Pooja-Rajkumar/EnergyUsageDataAnalysis",229533913,0,0
"PoonLab/Poplars",52175679,0,0
"PortlandStatePowerLab/doe-egot-system",782049,7,4
"postman-government/department-of-energy-doe",87574389,0,0
"pou036/redback",13973039,24,17
"pozulp/IntroToMC",120446863,2,0
"ppinard/pyreflectivity",225022907,0,2
"PPPLDeepLearning/dataset_D3D_100",9774854,0,0
"PPPLDeepLearning/dataset_ELM_full",6919996,1,0
"PPPLDeepLearning/frnn-examples",18301492,0,0
"PPPLDeepLearning/frnn-loader",10440059,2,0
"PPPLDeepLearning/frnn_examples",7350521,1,0
"PPPLDeepLearning/fusiondl-torch",62295729,0,0
"PPPLDeepLearning/plasma-c",169953039,0,1
"PPPLDeepLearning/plasma-docs",7497251,0,1
"PPPLDeepLearning/plasma-python",10057836,76,44
"PPPLDeepLearning/shot_lists",10632390,0,1
"pradiptasam/LULESH_1.0_Fortran",1473242,0,0
"precice/openfoam-adapter",363885,111,68
"PrenexNormalForm/systematic-uncertainty",125420420,0,0
"prithviramanathan/argonneprograms",214428272,0,0
"prjemian/epics-docker",6820775,5,2
"prjemian/pvmail",80426650,1,2
"prjemian/pvwebmonitor",19147655,2,1
"prjemian/spec2nexus",12735760,4,6
"prodiguer/nctime",126677794,0,0
"project-pareto/project-pareto",73455,12,21
"prospero-x/hPIC-XGC-scripts",62479013,0,1
"Protobion/tobis_animals",156119868,0,0
"pruners/flit",52142069,31,7
"psajaev1/ArgonneML",90341513,1,0
"psgibbs/PVLIB_Python",288647618,0,19
"pubdc/solar_tracking",173356797,1,2
"pulibrary/dspace-osti",6816125,3,1
"pulsipher/flexjump.jl",129606122,2,3
"pvelm001/LLNL-DSC-2021",56833889,0,0
"pwrapi/pwrapi-ref",97118732,20,7
"py4dstem/py4dstem",67894,145,100
"pycroscopy/atomai",6816331,143,30
"pycroscopy/pyusid",8902144,24,17
"pycroscopy/stemtool",3268033,14,3
"pydata/xarray",94744,3021,953
"pyprob/pyprob",40509344,387,55
"pyproveit/prove-it",482966,0,0
"pytorch/examples",1992627,20563,9286
"pytorch/pytorch",60497,68551,18774
"pytorch/vision",89344,14224,6723
"pzhine/bcl-bak",199747941,1,0
"qcdhub/jam15",73881011,0,0
"qcdhub/jam16",73818527,0,0
"qcdhub/jam17",73549520,0,0
"qcdhub/jam20sidis",44757993,1,0
"qcdhub/jam21pdf",52277920,1,0
"qcdhub/jam22",6489686,1,0
"qef/qe-gpu-plugin",200943145,30,14
"qiskit/qiskit-ibmq-provider",2776725,226,154
"qmch/hl-vertexing",184109385,0,0
"QMCPACK/qmcpack",165055,237,129
"qmonkey/wsl-tutorial",50836289,644,59
"qsnake/petsc",337864695,6,2
"qsppack/qetu",39150592,0,0
"Quantum-Multiscale/lecture-2-campbell82llnl",30500631,0,0
"Quantum-Multiscale/LLNL-1",2430878,0,1
"Quantum-Multiscale/LLNL-2",2082694,0,0
"quantumcomputinglab/f3c",60057128,5,0
"quantumcomputinglab/f3cpp",56570890,4,2
"quantumcomputinglab/fable",13023604,1,0
"quantumcomputinglab/qclab",51020665,0,0
"quantumcomputinglab/qclabpp",11080402,8,4
"quantumpackage/qp2",95102,59,28
"quay/clair",81801,9603,1144
"qusaybtoush/Texas-Wind---Turbine---Accuracy-99-",33777778,1,0
"racoles/NSLSII-CHX-image-tools",122353104,0,0
"radeonopencompute/llvm-project",67130,51,29
"radeonopencompute/rocm",94865,3185,263
"radiasoft/accelerator-modeling-chef",245632304,1,1
"radiasoft/rselegant",178047854,5,0
"radiasoft/sirepo",60792,55,30
"radix-io/hands-on",28769419,5,4
"raghava-atmos/pnnl-assignment",146506741,0,0
"rahulgite94/Carbon-Flux",117245084,1,0
"rajanisamir/anomaly_bird",29737635,0,0
"rajasriramoju/SeniorDesignLBNL",140475666,0,0
"randcorporation/dgmnet",29519143,4,1
"Randyposada4/drug_classification_llnl",55285668,0,0
"rareddy/nux",172108629,1,0
"rarnaout/covidswab",93119993,16,9
"rballester/tthresh",5295741,38,19
"rbigdata/pbdrticles",60959339,0,0
"rbigdata/r4hpc",7046405,1,17
"rcjackson/MiniSemester",82581346,0,0
"rconcep/snl-quest",15373455,104,30
"rcthomas/es",179342680,11,8
"rdi2dspaces/dspaces",491651,2,3
"readthedocs/sphinx_rtd_theme",1924418,4404,1755
"reanahub/reana-demo-root6-roofit",1556765,3,25
"redis/hiredis",87159,5779,1770
"reek129/Autogluon-classification-regression",23333008,0,0
"reflectometry/refl1d",74272,16,21
"remingtonkim/SMCDC2021",59967640,0,2
"renxianwei/ParaDiS",38296034,0,0
"repast/chisim",61769494,7,4
"rexlintc/stereocilia",166724050,0,0
"reynier0611/lbnl_alice_alignment_tasks",55117635,0,1
"rgupta2020/BeepCounter",20011712,0,0
"rhicspin/alpha-analysis-note",267927486,3,0
"rhicspin/cnipol",46917454,2,2
"richardjgowers/voroplusplus",163366515,0,0
"Richman-MSU/e15034",185755651,0,0
"RickyTrujillo/LLNL-DataScienceChallenge",65358612,0,0
"rlazur/sbnd_coldfeasic_website",152071174,2,0
"rlim1812/Singapore_Airlines_Challenge_Project",122208957,0,0
"rlutes/volttron-pnnl-applications",55800769,0,0
"rnc-lbl/auau200GeVRun14",213557674,1,15
"rnc-lbl/fileLists",211040552,0,0
"rnc-lbl/run14D0Public",214368264,0,2
"roblatham00/hintdump",7959746,1,0
"rocm-developer-tools/hip",84087,3048,489
"rocm-developer-tools/hipify",65911,258,49
"rocm-developer-tools/statusmonitor",232327366,21,7
"rocmsoftwareplatform/hipfft",114380,29,21
"rocmsoftwareplatform/miopen",74364,839,176
"rocmsoftwareplatform/rccl",92318,145,72
"ROCmSoftwarePlatform/rocSPARSE",176919,75,46
"rohan-r-kulkarni/PPPLdataAnalysis",52927460,0,0
"rolisoft/wsl-distribution-switcher",45650593,1671,191
"RollandMichael7/BNL-scripts",120346033,0,0
"ronpandolfi/xi-cam",132006242,19,8
"root-project/root",80483,2151,1157
"ropensci/modistools",17300505,48,25
"rose-compiler/build-blocker-plugin",336235075,0,1
"rose-compiler/matlab-frontend",248552451,3,2
"rose-compiler/rose",1790117,537,132
"rose-compiler/rose-apt-get",115392887,0,0
"rose-compiler/rose-develop",132626668,110,46
"rose-compiler/rose-plugin",96835809,3,0
"rose-compiler/spack",112138151,0,0
"RoshanLKini/pnnl-project",96141873,0,0
"rosswhitfield/javelin",68255283,8,2
"roussel-ryan/ScreenTools",31091433,1,1
"rpm-software-management/rpm",87222,423,335
"RRZE-HPC/likwid",303789,1391,201
"rse-ops/actions-cleaner",28508438,2,0
"rse-ops/ci",21668582,0,0
"rse-ops/container-permission-squasher",13374317,0,0
"rse-ops/devbox",19679115,1,0
"rse-ops/docker-images",122589,4,7
"rse-ops/flux-arm",774013,0,0
"rse-ops/flux-compose",10967134,2,1
"rse-ops/flux-conda",764693,1,0
"rse-ops/flux-core-python",5002456,0,0
"rse-ops/flux-hpc",2435174,9,0
"rse-ops/flux-tutorials",137690,3,0
"rse-ops/flux-wave",9735605,0,0
"rse-ops/gcp-django-template",53645108,0,0
"rse-ops/gcp-flask-template",53645120,0,0
"rse-ops/hpc-apps",1603540,1,0
"rse-ops/knowledge",13378144,3,0
"rse-ops/landscape",53481330,2,4
"rse-ops/librarian",15935016,0,0
"rse-ops/llnl-containers",40513465,0,0
"rse-ops/logo",54249429,0,0
"rse-ops/maestro-examples",1720128,0,0
"rse-ops/nix",1579182,0,1
"rse-ops/nix-images",17850534,1,0
"rse-ops/opensource-heartbeat",479940,0,0
"rse-ops/perfetto-compose",13477413,2,1
"rse-ops/proposals",35577723,0,0
"rse-ops/raja-tutorials",137607,0,1
"rse-ops/rajaperf-tutorials",137098,1,2
"rse-ops/readthedocs-theme",54226563,0,0
"rse-ops/release-actions",8029336,0,0
"rse-ops/roadmap",54422757,0,0
"rse-ops/rse-ops.github.io",35032516,1,1
"rse-ops/rseops-docs-jekyll",54423546,0,0
"rse-ops/rseops-docs-jekyll-example",54422257,0,0
"rse-ops/rust-tutorials",13298683,0,0
"rse-ops/singularity-mpi",24954281,0,0
"rse-ops/spack-flux-container",1006687,0,0
"rse-ops/tutorial-actions",14745028,0,0
"rse-ops/vis-experiment",21246543,0,0
"rseng/opensource-heartbeat-action",3475090,1,1
"rshakhb10/alternative-fuel-stations-locator",240593018,0,0
"rstudio/bookdown",3716733,3408,1235
"rtfd/sphinx_rtd_theme",1924418,4404,1755
"rubbersoul152/Coding",219884847,0,0
"rueberger/OpenOrd",142102701,0,0
"ruipgil/changepy",175752368,95,25
"Ruonan0101/GrasslandVirome_PNNL",63119576,0,1
"Ruonan0101/Multiomics_Virome_PNNL",65368764,0,0
"Ruonan0101/PermafrostVirome_PNNL",35075925,0,0
"RupakMukherjee/PPPL-SULI-2021",13704366,0,0
"rushilanirudh/gpp",28523869,7,0
"rushilanirudh/icf-jag-cyclegan",28523972,17,9
"rushilanirudh/macc",28523972,17,9
"Ruyi-Song/LBL_Ruyi",14239906,0,0
"rxnrover/rxnrover",27988069,4,0
"ryanfarrell/llnl-dssi-2019-computer-vision",123884382,0,0
"RyanJiaxc/CPC_at_LBNL",106467871,0,0
"ryankemper/HTTPParser",255946969,0,0
"RyanMarcus/MLForHumans",250645349,0,0
"ryongrau/in_doe_theme",252885971,0,0
"rz4/DeepProteinScoring",135382892,2,3
"sabasehrish/spark-hdf5-cms",165115277,7,3
"saforem2/ai4sci-large-scale-training",21422127,0,0
"saforem2/l2hmc-qcd",265015,41,5
"saimani5/adatom_interactions",66561884,1,0
"salterg/island_secondary_channel",40940242,0,0
"SamBryan1990/PNNL_Chemometric_Toolbox",4324274,0,0
"samgdotson/nrelpy",21502016,0,1
"samuelpmishLLNL/samuelpmishLLNL.github.io",25581597,0,0
"SanderRonde/bachelor-thesis",177774416,1,2
"sandialabs/.github",52803684,0,0
"sandialabs/Adaptive-Self-Tuning",186626766,0,0
"sandialabs/Advanced-Data-Analysis-in-Inertial-Confinement-Fusion-and-High-Energy-Density-Physics",8111153,2,0
"sandialabs/aevmod",55983605,1,1
"sandialabs/affect",143601931,0,0
"sandialabs/AirNet-SNL",13548951,5,2
"sandialabs/Albany",60840,240,84
"sandialabs/alert-triage",182314669,0,1
"sandialabs/ali-perf-data",95775,4,2
"sandialabs/ali-perf-tests",1358213,3,1
"sandialabs/apam-kmc",17525175,1,0
"sandialabs/archie",11725452,0,1
"sandialabs/Arcus",115239944,8,4
"sandialabs/avatar",18661972,3,0
"sandialabs/aweml",135048220,2,1
"sandialabs/Band-Bending-Contact-Resistivity-Codes",4478747,0,0
"sandialabs/bcnn",9056525,56,17
"sandialabs/bientropy",126183832,5,1
"sandialabs/bigdna",54074239,1,0
"sandialabs/BioCompoundML",73881,6,4
