Search Query,Results Found,GitHub,How Found
,,JeffersonLab/anaGrape,Umbrella
,,JeffersonLab/hdrdmacp,Umbrella
,,JeffersonLab/UTIL_BATCH,Umbrella
,,JeffersonLab/clas12alignment,Umbrella
,,JeffersonLab/gluex_root_analysis,Umbrella
,,JeffersonLab/hcana-1,Umbrella
,,JeffersonLab/hcana,Umbrella
,,JeffersonLab/simple_email_list,Umbrella
,,JeffersonLab/HDGeant4,Umbrella
,,JeffersonLab/hps-analysis,Umbrella
,,JeffersonLab/sgnl05-sssd,Umbrella
,,JeffersonLab/sbsrols,Umbrella
,,JeffersonLab/wave,Umbrella
,,JeffersonLab/remoll-coil-generator,Umbrella
,,JeffersonLab/GemcDetectorsGenova,Umbrella
,,JeffersonLab/clas12calibration-htcc,Umbrella
,,JeffersonLab/caos,Umbrella
,,JeffersonLab/clas12-manuals,Umbrella
,,JeffersonLab/halla-osp,Umbrella
,,JeffersonLab/meters-dashboard,Umbrella
,,JeffersonLab/twobounce,Umbrella
,,JeffersonLab/resize,Umbrella
,,JeffersonLab/mon12,Umbrella
,,JeffersonLab/spack,Umbrella
,,JeffersonLab/GemcSourceGenova,Umbrella
,,JeffersonLab/xrootd-scitokens,Umbrella
,,JeffersonLab/gdmlview,Umbrella
,,JeffersonLab/clas12root,Umbrella
,,JeffersonLab/laravel-utilities,Umbrella
,,JeffersonLab/archiver-request,Umbrella
,,JeffersonLab/halla_molana,Umbrella
,,JeffersonLab/qdp-jit,Umbrella
,,JeffersonLab/puddysticks,Umbrella
,,JeffersonLab/vld-epics,Umbrella
,,JeffersonLab/hallc_replay,Umbrella
,,JeffersonLab/jaws-libj,Umbrella
,,JeffersonLab/jaws-libp,Umbrella
,,JeffersonLab/rfdashboard,Umbrella
,,JeffersonLab/rf_classifier,Umbrella
,,JeffersonLab/rfwtools,Umbrella
,,JeffersonLab/jlab_datascience,Umbrella
,,JeffersonLab/wfBrowser,Umbrella
,,JeffersonLab/clas12calibration-tof,Umbrella
,,JeffersonLab/ElectronCooling,Umbrella
,,JeffersonLab/epas-repository,Umbrella
,,JeffersonLab/solid_release,Umbrella
,,JeffersonLab/evgen_bggen,Umbrella
,,JeffersonLab/ecp_fom_clover_analysis,Umbrella
,,JeffersonLab/qphix,Umbrella
,,JeffersonLab/hps-lcio,Umbrella
,,JeffersonLab/evio,Umbrella
,,JeffersonLab/caen1725,Umbrella
,,JeffersonLab/ersap-java,Umbrella
,,JeffersonLab/ersap-jana,Umbrella
,,JeffersonLab/hps-epics,Umbrella
,,JeffersonLab/gluex_docker_devel,Umbrella
,,JeffersonLab/gluex_install,Umbrella
,,JeffersonLab/mycontainer,Umbrella
,,JeffersonLab/qdp-lapack,Umbrella
,,JeffersonLab/remoll-detector-generator,Umbrella
,,JeffersonLab/cnm,Umbrella
,,JeffersonLab/MCwrapperFE,Umbrella
,,JeffersonLab/AI_SRF_Operations_fe_daq,Umbrella
,,JeffersonLab/hps-users,Umbrella
,,JeffersonLab/data_monitoring,Umbrella
,,JeffersonLab/HDvis,Umbrella
,,JeffersonLab/gradle-cat,Umbrella
,,JeffersonLab/wedm,Umbrella
,,JeffersonLab/epsci-spack,Umbrella
,,JeffersonLab/smart-alarm,Umbrella
,,JeffersonLab/icalibrate,Umbrella
,,JeffersonLab/epics2web,Umbrella
,,JeffersonLab/caen1720,Umbrella
,,JeffersonLab/hd_singularity,Umbrella
,,JeffersonLab/build_scripts,Umbrella
,,JeffersonLab/evio2hex,Umbrella
,,JeffersonLab/graphical-alarm-client,Umbrella
,,JeffersonLab/Afecs-4.0,Umbrella
,,JeffersonLab/nps-phoebus,Umbrella
,,JeffersonLab/ccdb,Umbrella
,,JeffersonLab/rf_classifier_random_forest,Umbrella
,,JeffersonLab/rfw_tsf_extractor,Umbrella
,,JeffersonLab/bbCommOptics,Umbrella
,,JeffersonLab/hps-fieldmaps,Umbrella
,,JeffersonLab/mpd,Umbrella
,,JeffersonLab/slac_svt,Umbrella
,,JeffersonLab/EIC_mesonMC,Umbrella
,,JeffersonLab/jaws-epics2kafka,Umbrella
,,JeffersonLab/softioc,Umbrella
,,JeffersonLab/registrations2epics,Umbrella
,,JeffersonLab/jaws-effective-processor,Umbrella
,,JeffersonLab/jaws-admin-gui,Umbrella
,,JeffersonLab/epics2kafka,Umbrella
,,JeffersonLab/solid_rols_2022,Umbrella
,,JeffersonLab/vmmProto,Umbrella
,,JeffersonLab/ersap-ejfat,Umbrella
,,JeffersonLab/jlab_datascience_tutorial,Umbrella
,,JeffersonLab/jlab_datascience_tutorials,Umbrella
,,JeffersonLab/AI_SRF_Operation_fedl,Umbrella
,,JeffersonLab/clas12-efficiency,Umbrella
,,JeffersonLab/panguin,Umbrella
,,JeffersonLab/elog,Umbrella
,,JeffersonLab/fe_data_exploration,Umbrella
,,JeffersonLab/eloglib-php,Umbrella
,,JeffersonLab/clas12_monitoring,Umbrella
,,JeffersonLab/UTIL_PION,Umbrella
,,JeffersonLab/AI_SRF_operations,Umbrella
,,JeffersonLab/clas12calibration-ft,Umbrella
,,JeffersonLab/rf_classifier_cnn_lstm,Umbrella
,,JeffersonLab/deep-pipi-gen,Umbrella
,,JeffersonLab/distillation-for-all,Umbrella
,,JeffersonLab/Spectreye,Umbrella
,,JeffersonLab/RasterMon,Umbrella
,,JeffersonLab/ersap-sampa,Umbrella
,,JeffersonLab/hdds,Umbrella
,,JeffersonLab/GEN-replay,Umbrella
,,JeffersonLab/clas12-cmag,Umbrella
,,JeffersonLab/dis-reconstruction,Umbrella
,,JeffersonLab/ejfat_alice,Umbrella
,,JeffersonLab/EvioTool,Umbrella
,,JeffersonLab/jlab-vtp,Umbrella
,,JeffersonLab/gluex_workshops,Umbrella
,,JeffersonLab/JCedit-4.0,Umbrella
,,JeffersonLab/mc-single-arm,Umbrella
,,JeffersonLab/fe_mya_getter,Umbrella
,,JeffersonLab/fa125,Umbrella
,,JeffersonLab/nstar,Umbrella
,,JeffersonLab/CERMon,Umbrella
,,JeffersonLab/clas12-beamspot,Umbrella
,,JeffersonLab/alarms,Umbrella
,,JeffersonLab/ltccEfficiency,Umbrella
,,JeffersonLab/clara-cpp,Umbrella
,,JeffersonLab/kafka-common,Umbrella
,,JeffersonLab/JANA2_Examples,Umbrella
,,JeffersonLab/ltsep,Umbrella
,,JeffersonLab/clas12-trigger,Umbrella
,,JeffersonLab/DEMPGen-1,Umbrella
,,JeffersonLab/ccdb-rcdb-java,Umbrella
,,JeffersonLab/coda_scripts,Umbrella
,,JeffersonLab/detuneReport,Umbrella
,,JeffersonLab/dvcsgen,Umbrella
,,JeffersonLab/home_gluex_bin,Umbrella
,,JeffersonLab/evgen_inclusive,Umbrella
,,JeffersonLab/clara-docs,Umbrella
,,JeffersonLab/evgen_inclusive_e,Umbrella
,,JeffersonLab/clasrec-io,Umbrella
,,JeffersonLab/ersap-coda,Umbrella
,,JeffersonLab/XEM_calcs,Umbrella
,,JeffersonLab/bdxReco,Umbrella
,,JeffersonLab/ersap-vtp,Umbrella
,,JeffersonLab/GetSIDIS,Umbrella
,,JeffersonLab/evioBlockParser,Umbrella
,,JeffersonLab/pyced,Umbrella
,,JeffersonLab/halld_amp,Umbrella
,,JeffersonLab/cvmfs-singularity-sync,Umbrella
,,JeffersonLab/mg_proto,Umbrella
,,JeffersonLab/jlab_datascience_data,Umbrella
,,JeffersonLab/clas12calibration-dc,Umbrella
,,JeffersonLab/AI4RID,Umbrella
,,JeffersonLab/hps-sim,Umbrella
,,JeffersonLab/remoll-showermax-generator,Umbrella
,,JeffersonLab/gluex_docker_prod,Umbrella
,,JeffersonLab/CEBAF_RF_detuneReport,Umbrella
,,JeffersonLab/cMsg,Umbrella
,,JeffersonLab/dataDecode,Umbrella
,,JeffersonLab/ersap-tridas,Umbrella
,,JeffersonLab/epas,Umbrella
,,JeffersonLab/hcswif,Umbrella
,,JeffersonLab/exclurad,Umbrella
,,JeffersonLab/remoll-osg,Umbrella
,,JeffersonLab/HallA-APEX-Offline,Umbrella
,,JeffersonLab/aao_gen,Umbrella
,,JeffersonLab/Taxonomy,Umbrella
,,JeffersonLab/xmsg-java,Umbrella
,,JeffersonLab/fe_diaggui,Umbrella
,,JeffersonLab/Diracxx,Umbrella
,,JeffersonLab/ersap-cpp,Umbrella
,,JeffersonLab/halla_compmon,Umbrella
,,JeffersonLab/clas12calibration-rich,Umbrella
,,JeffersonLab/clas12calibration-rf,Umbrella
,,JeffersonLab/git_test,Umbrella
,,JeffersonLab/HallA-APEX-Online,Umbrella
,,JeffersonLab/clara-demo,Umbrella
,,JeffersonLab/cpp_wilson_dslash,Umbrella
,,JeffersonLab/solid_cc_readout,Umbrella
,,JeffersonLab/prex-prompt,Umbrella
,,JeffersonLab/milc-qphix,Umbrella
,,JeffersonLab/ARIEL,Umbrella
,,JeffersonLab/halla_online_beam_check,Umbrella
,,JeffersonLab/sbs-online-gem-evioprocessor,Umbrella
,,JeffersonLab/milc-qphix-codegen,Umbrella
,,JeffersonLab/clas12-analysis,Umbrella
,,JeffersonLab/UTIL_PROTON,Umbrella
,,JeffersonLab/clasdis,Umbrella
,,JeffersonLab/ersap-demo,Umbrella
,,JeffersonLab/elog-repository,Umbrella
,,JeffersonLab/minuit,Umbrella
,,JeffersonLab/orcha,Umbrella
,,JeffersonLab/HPS-CODE,Umbrella
,,JeffersonLab/remoll-builder,Umbrella
,,JeffersonLab/hps-utilities,Umbrella
,,JeffersonLab/JEventViewer,Umbrella
,,JeffersonLab/clas12-field-mapping,Umbrella
,,JeffersonLab/clas12calibration-ecal,Umbrella
,,JeffersonLab/alarm-state-processor,Umbrella
,,JeffersonLab/tpc-fec-utils-vg,Umbrella
,,JeffersonLab/disruptor,Umbrella
,,JeffersonLab/clara-tests,Umbrella
,,JeffersonLab/swcarpentry-jlab-jupyter,Umbrella
,,JeffersonLab/ensbc,Umbrella
,,JeffersonLab/remoll-fieldmap-processor,Umbrella
,,JeffersonLab/inclusive-dis-rad,Umbrella
,,JeffersonLab/claspyth,Umbrella
,,JeffersonLab/npp_analysis,Umbrella
,,JeffersonLab/alarms-filter,Umbrella
,,JeffersonLab/eic-bochka,Umbrella
,,JeffersonLab/hipo_tools,Umbrella
,,JeffersonLab/vdcreco,Umbrella
,,JeffersonLab/xmsg-cpp,Umbrella
,,JeffersonLab/axis,Umbrella
,,JeffersonLab/Tungsten_Powder_Calor,Umbrella
,,JeffersonLab/hallc_replay_polhe3,Umbrella
,,JeffersonLab/niledb,Umbrella
,,JeffersonLab/serializetools,Umbrella
,,JeffersonLab/drand48,Umbrella
,,JeffersonLab/ensem,Umbrella
,,JeffersonLab/clas12polarizedtargets,Umbrella
,,JeffersonLab/Hybrid-Baryons,Umbrella
,,JeffersonLab/crex-optics-replay,Umbrella
,,JeffersonLab/hallc_replay_sidis_fall18,Umbrella
,,JeffersonLab/wilsonmg,Umbrella
,,JeffersonLab/pvdb,Umbrella
,,JeffersonLab/cMb,Umbrella
,,JeffersonLab/txgrids,Umbrella
,,JeffersonLab/clas12Nim,Umbrella
,,JeffersonLab/AIdapt,Umbrella
,,JeffersonLab/vtp-stream-receiver,Umbrella
,,JeffersonLab/GRAPE,Umbrella
,,JeffersonLab/Hall-B-SIDIS,Umbrella
,,JeffersonLab/Wiser-fit,Umbrella
,,JeffersonLab/hallc_bcm_calib,Umbrella
,,JeffersonLab/INDRA_Stream_Test,Umbrella
,,JeffersonLab/jam3d,Umbrella
,,JeffersonLab/hps-db,Umbrella
,,JeffersonLab/PRadAnalyzer,Umbrella
,,JeffersonLab/clas12-clon,Umbrella
,,JeffersonLab/clas12calibration-cnd,Umbrella
,,JeffersonLab/clas12soft,Umbrella
,,JeffersonLab/BigTMD,Umbrella
,,JeffersonLab/qsim,Umbrella
,,JeffersonLab/srcqe_analysis,Umbrella
,,JeffersonLab/CT12GeV,Umbrella
,,JeffersonLab/F2c,Umbrella
,,JeffersonLab/docker-xrootd,Umbrella
,,JeffersonLab/epics2pulsar,Umbrella
,,JeffersonLab/docker-os-examples,Umbrella
,,JeffersonLab/MatrixPlot,Umbrella
,,JeffersonLab/BDXminiCalibScripts,Umbrella
,,JeffersonLab/EFADC-Java,Umbrella
,,JeffersonLab/pulsar-alarms,Umbrella
,,JeffersonLab/FIT_PARAM_READER,Umbrella
,,JeffersonLab/halla_compton_rol,Umbrella
,,JeffersonLab/qlCalc,Umbrella
,,JeffersonLab/jtridas,Umbrella
,,JeffersonLab/clas12-coda,Umbrella
,,JeffersonLab/bump-hunter,Umbrella
,,JeffersonLab/jam18pion,Umbrella
,,JeffersonLab/gluex_analysis_FE,Umbrella
,,JeffersonLab/trackingML,Umbrella
,,JeffersonLab/2018_np_whitepaper,Umbrella
,,JeffersonLab/mpdApvDecode,Umbrella
,,JeffersonLab/RedHatIdentityManagementScripts,Umbrella
,,JeffersonLab/fipc,Umbrella
,,JeffersonLab/noma,Umbrella
,,JeffersonLab/libsolgem,Umbrella
,,JeffersonLab/hallc_replay_vcs,Umbrella
,,JeffersonLab/HPS-NOTES,Umbrella
,,JeffersonLab/hallac_evio,Umbrella
,,JeffersonLab/hps-dst,Umbrella
,,JeffersonLab/prex-analysis-minder,Umbrella
,,JeffersonLab/jsa-props,Umbrella
,,JeffersonLab/clas12-online,Umbrella
,,JeffersonLab/clas12-parms,Umbrella
,,JeffersonLab/HallA-Parity-DAQ,Umbrella
,,JeffersonLab/SuSchadmand,Umbrella
,,JeffersonLab/TreeSearch,Umbrella
,,JeffersonLab/hps-trigger,Umbrella
,,JeffersonLab/docker-cvmfs,Umbrella
,,JeffersonLab/bootstrap_logbooks,Umbrella
,,JeffersonLab/PREX-MPDGEM,Umbrella
,,JeffersonLab/elog-scratch,Umbrella
,,JeffersonLab/HallA-Online-Tritium,Umbrella
,,JeffersonLab/clas12dc,Umbrella
,,JeffersonLab/mc_shms_single,Umbrella
,,JeffersonLab/mc_hms_single,Umbrella
,,JeffersonLab/docker-g4beamline,Umbrella
,,JeffersonLab/docker-geant4,Umbrella
,,JeffersonLab/hallc-replay-f2xem,Umbrella
,,JeffersonLab/hallc_tools,Umbrella
,,JeffersonLab/PRadSim,Umbrella
,,JeffersonLab/nmu-npol,Umbrella
,,JeffersonLab/BDXEventGenerator,Umbrella
,,JeffersonLab/ML-resources,Umbrella
,,JeffersonLab/UTIL_OL,Umbrella
,,JeffersonLab/field17,Umbrella
,,JeffersonLab/remoll-geometry,Umbrella
,,JeffersonLab/clara-python,Umbrella
,,JeffersonLab/xmsg-python,Umbrella
,,JeffersonLab/bokeh-plot-lhapdf,Umbrella
,,JeffersonLab/HallA-MLU,Umbrella
,,JeffersonLab/xmsg-docs,Umbrella
,,JeffersonLab/swcarpentry-jlab-singularity,Umbrella
,,JeffersonLab/BiasVariance,Umbrella
,,JeffersonLab/TritiumTarget,Umbrella
,,JeffersonLab/jca-test-suite,Umbrella
,,JeffersonLab/HallADVCS,Umbrella
,,JeffersonLab/mc-reweight,Umbrella
,,JeffersonLab/HallA_Compton,Umbrella
,,JeffersonLab/HallA_ComptonG4,Umbrella
,,JeffersonLab/ceddb,Umbrella
,,JeffersonLab/UTIL_SIDIS,Umbrella
,,JeffersonLab/trippy,Umbrella
,,JeffersonLab/hallc_replay_sidis18,Umbrella
,,JeffersonLab/hcana_gem,Umbrella
,,JeffersonLab/rc-externals,Umbrella
,,JeffersonLab/duality,Umbrella
,,JeffersonLab/clas12-validation,Umbrella
,,JeffersonLab/hdpm,Umbrella
,,JeffersonLab/UTIL_CT,Umbrella
,,JeffersonLab/hallc-moller-polarimeter,Umbrella
,,JeffersonLab/regionsmap,Umbrella
,,JeffersonLab/sim-recon,Umbrella
,,JeffersonLab/rolDBG,Umbrella
,,JeffersonLab/Example-Regression-Codes,Umbrella
,,JeffersonLab/comptonfit,Umbrella
,,JeffersonLab/dma_memalloc,Umbrella
,,JeffersonLab/HallAC-Workshop2018,Umbrella
,,JeffersonLab/QwAnalysis,Umbrella
,,JeffersonLab/UTIL_ED,Umbrella
,,JeffersonLab/HallAC-Workshop2017,Umbrella
,,JeffersonLab/ac-analysis-workshop-2018,Umbrella
,,JeffersonLab/EIC-Compton-Generator,Umbrella
,,JeffersonLab/pysolidg2p,Umbrella
,,JeffersonLab/edm,Umbrella
,,JeffersonLab/jlabce,Umbrella
,,JeffersonLab/gdml,Umbrella
,,JeffersonLab/sse_wilson_dslash,Umbrella
,,JeffersonLab/eic_compton_analysis,Umbrella
,,JeffersonLab/acc-raytraceCorrelation,Umbrella
,,JeffersonLab/jupyter_tutorial,Search Finding
,,JeffersonLab/UTIL_F2_XEM,Umbrella
,,JeffersonLab/hps-run-webapp,Umbrella
,,JeffersonLab/cool,Umbrella
,,JeffersonLab/tritium,Umbrella
,,JeffersonLab/halla-xem-analysis,Umbrella
,,JeffersonLab/clas12-swif,Umbrella
,,JeffersonLab/remoll-aws,Umbrella
,,JeffersonLab/hallc_shms_geant,Umbrella
,,JeffersonLab/jleic,Umbrella
,,JeffersonLab/remoll-run,Umbrella
,,JeffersonLab/hallc_monitoring,Umbrella
,,JeffersonLab/EVe_HallC,Umbrella
,,JeffersonLab/Hall-C-Trigger-Setup,Umbrella
,,JeffersonLab/JinFlux,Umbrella
,,JeffersonLab/clasclara-engine,Umbrella
,,JeffersonLab/clara-dc-engine,Umbrella
,,JeffersonLab/fe_v1495pulser,Umbrella
,,JeffersonLab/monitoring-docs,Umbrella
,,JeffersonLab/fe_vetroc,Umbrella
,,JeffersonLab/gluex_simulations,Umbrella
,,JeffersonLab/clas12calibration-svt,Umbrella
,,JeffersonLab/e08014-paper,Umbrella
,,JeffersonLab/gauge_reader,Umbrella
,,JeffersonLab/jlab-standard-chroma-build,Umbrella
,,JeffersonLab/ProtonFormFactorData,Umbrella
,,JeffersonLab/slic,Umbrella
,,JeffersonLab/remoll_solid,Umbrella
,,JeffersonLab/runchart,Umbrella
,,JeffersonLab/qphix-codegen,Umbrella
,,JeffersonLab/casa_tools,Umbrella
,,JeffersonLab/vme_helicity_board,Umbrella
,,JeffersonLab/chroma_utils,Umbrella
,,JeffersonLab/clasrec-orchestrators,Umbrella
,,JeffersonLab/bootstrap_hdanalysis,Umbrella
,,JeffersonLab/iLCInstall,Umbrella
,,JeffersonLab/QwGeant4,Umbrella
,,JeffersonLab/HallA-Online-Argon,Umbrella
,,JeffersonLab/NE11-Rosenbluth-Revisited,Umbrella
,,JeffersonLab/clasdoc-g12-procedures,Umbrella
,,JeffersonLab/ArgonIssueTracker,Umbrella
,,JeffersonLab/bdx-mutest,Umbrella
,,JeffersonLab/CDet_scint_decode,Umbrella
,,JeffersonLab/CDet_HVS,Umbrella
,,JeffersonLab/clara-rest,Umbrella
,,JeffersonLab/cclog,Umbrella
,,JeffersonLab/coat-java,Umbrella
,,JeffersonLab/cg-dwf,Umbrella
,,JeffersonLab/vfxutil-1.0,Umbrella
,,JeffersonLab/HallC_FringeTracer,Umbrella
,,JeffersonLab/Clara-bootstrap,Umbrella
,,JeffersonLab/LightIonEIC,Umbrella
,,JeffersonLab/HallC_PyToscaFM,Umbrella
,,JeffersonLab/archlinux-readonly,Umbrella
,,JeffersonLab/SRS,Umbrella
,,JeffersonLab/hallc-xem-analysis,Umbrella
,,JeffersonLab/model-selection,Umbrella
,,JeffersonLab/hallc_photon_comptong4,Umbrella
,,JeffersonLab/HVSupply,Umbrella
,,JeffersonLab/FastPulser,Umbrella
,,JeffersonLab/claraol-ui,Umbrella
,,JeffersonLab/HDEventStore,Umbrella
,,JeffersonLab/d2n_bigbite,Umbrella
,,JeffersonLab/hd_calibration,Umbrella
,,JeffersonLab/myMille,Umbrella
,,JeffersonLab/clas12-tdr07,Umbrella
,,JeffersonLab/clas12-css,Umbrella
,,JeffersonLab/d2n_analyzer,Umbrella
,,JeffersonLab/engine,Umbrella
,,JeffersonLab/clas12_geometry,Umbrella
,,JeffersonLab/hcana_replay,Umbrella
,,JeffersonLab/clas12-ccdb,Umbrella
,,JeffersonLab/ccdb_www,Umbrella
,,JeffersonLab/scripts_cjs,Umbrella
,,JeffersonLab/mceep,Umbrella
,,JeffersonLab/hallc_compton_geant3,Umbrella
,,JeffersonLab/meic_compton_geant3,Umbrella
,,JeffersonLab/hallb-osp,Umbrella
,,JeffersonLab/BubbleEx,Umbrella
,,JeffersonLab/clas-geometry,Umbrella
,,JeffersonLab/clas-io,Umbrella
,,JeffersonLab/b1_rates,Umbrella
,,JeffersonLab/rc_code_externals,Umbrella
,,JeffersonLab/hallc_gen_g4,Umbrella
,,JeffersonLab/replay,Umbrella
Energy,55070,,
DOE,10283,,
doe.gov,8,,
,,ryongrau/in_doe_theme,Search Finding
,,eggleston-lab/metafetch,Search Finding
,,hurwitzlab/singularity-bbtools,Search Finding
,,gautumsvp7/EnergyGenerationDataset,Search Finding
energy.gov,55,,
,,NREL/REopt_API,Search Finding
,,NREL/Radiance,Umbrella
,,NREL/SOEP-QSS,Umbrella
,,NREL/SOEP-QSS-Test,Umbrella
,,NREL/EnergyPlus,Umbrella
,,NREL/OpenStudio,Umbrella
,,NREL/flasc,Umbrella
,,NREL/SAM,Umbrella
,,NREL/osos,Umbrella
,,NREL/EnergyPlusBuildResults,Umbrella
,,NREL/GEOPHIRES-v2,Umbrella
,,NREL/BuildingMOTIF,Umbrella
,,NREL/nrel_bootstrap_module,Umbrella
,,NREL/opencommunications,Umbrella
,,NREL/PV_ICE,Umbrella
,,NREL/spargerDesign,Umbrella
,,NREL/HydroChrono,Umbrella
,,NREL/OpenStudio-HPXML,Umbrella
,,NREL/BUTTER-Empirical-Deep-Learning-Experimental-Framework,Umbrella
,,NREL/BuildingsBench,Umbrella
,,NREL/fastsim,Umbrella
,,NREL/resstock,Umbrella
,,NREL/wtDigiTwin,Umbrella
,,NREL/WindSE,Umbrella
,,NREL/engage,Umbrella
,,NREL/autoBW,Umbrella
,,NREL/OpenStudio-workflow-gem,Umbrella
,,NREL/openstudio-common-measures-gem,Umbrella
,,NREL/openstudio-web-gh,Umbrella
,,NREL/openstudio-standards,Umbrella
,,NREL/NRWAL,Umbrella
,,NREL/revruns,Umbrella
,,NREL/boptest-service,Umbrella
,,NREL/hive,Umbrella
,,NREL/REopt.jl,Umbrella
,,NREL/Spawn,Umbrella
,,NREL/buildstock-projections-docs,Umbrella
,,NREL/BEEAM,Umbrella
,,NREL/PVDegradationTools,Umbrella
,,NREL/HPC,Umbrella
,,NREL/rex,Umbrella
,,NREL/disco,Umbrella
,,NREL/E-Queue-HPC,Umbrella
,,NREL/ssc,Umbrella
,,NREL/sustainability.gov,Umbrella
,,NREL/buildstockbatch,Umbrella
,,NREL/eagle-jobs,Umbrella
,,NREL/OpenStudio-measure-tester-gem,Umbrella
,,NREL/openstudio-model-articulation-gem,Umbrella
,,NREL/docker-openstudio,Umbrella
,,NREL/ComStock.github.io,Umbrella
,,NREL/developer.nrel.gov,Umbrella
,,NREL/OpenStudio-analysis-gem,Umbrella
,,NREL/HDTADA,Umbrella
,,NREL/BDEM,Umbrella
,,NREL/EVOLVE,Umbrella
,,NREL/reView,Umbrella
,,NREL/ParaEMT_public,Umbrella
,,NREL/reV,Umbrella
,,NREL/ROSCO,Umbrella
,,NREL/Marmot,Umbrella
,,NREL/GhpGhx.jl,Umbrella
,,NREL/api-umbrella,Umbrella
,,NREL/EMeRGE,Umbrella
,,NREL/openstudio-ee-gem,Umbrella
,,NREL/HOPP,Umbrella
,,NREL/electrolyzer,Umbrella
,,NREL/EP-Launch,Umbrella
,,NREL/PyDSS,Umbrella
,,NREL/reVX,Umbrella
,,NREL/ditto,Umbrella
,,NREL/openstudio-calibration-gem,Umbrella
,,NREL/openstudio-load-flexibility-measures-gem,Umbrella
,,NREL/OpenOA,Umbrella
,,NREL/lk,Umbrella
,,NREL/alfalfa-helm,Umbrella
,,NREL/alfalfa,Umbrella
,,NREL/SolarPILOT,Umbrella
,,NREL/PyPSSE,Umbrella
,,NREL/wex,Umbrella
,,NREL/ABSiCE,Umbrella
,,NREL/VirtualEngineering,Umbrella
,,NREL/openstudio-revit-releases,Umbrella
,,NREL/Industry-Energy-Tool,Umbrella
,,NREL/Wattile,Umbrella
,,NREL/mesoflow,Umbrella
,,NREL/OPFLearn.jl,Umbrella
,,NREL/turbine-models,Umbrella
,,NREL/alfalfa-bacnet-bridge,Umbrella
,,NREL/Phase-space-sampling,Umbrella
,,NREL/openstudio-server-helm,Umbrella
,,NREL/OpenStudio-server,Umbrella
,,NREL/sup3r,Umbrella
,,NREL/SolTrace,Umbrella
,,NREL/erad,Umbrella
,,NREL/SOWFA-6,Umbrella
,,NREL/rdtools,Umbrella
,,NREL/OpenStudio-resources,Umbrella
,,NREL/gaps,Umbrella
,,NREL/CORAL,Umbrella
,,NREL/bsm-public,Umbrella
,,NREL/EnergyPlusRegressionTool,Umbrella
,,NREL/EMISAgentSimulation.jl,Umbrella
,,NREL/alfalfa-dependencies,Umbrella
,,NREL/openstudio-aedg-gem,Umbrella
,,NREL/floris,Umbrella
,,NREL/bifacial_radiance,Umbrella
,,NREL/openstudio-extension-gem,Umbrella
,,NREL/hescore-hpxml,Umbrella
,,NREL/eere_app_bootstrap,Umbrella
,,NREL/SAM-analyses,Umbrella
,,NREL/SERA-supply-chain-inputs,Umbrella
,,NREL/JuliaRegistry,Umbrella
,,NREL/EVVE,Umbrella
,,NREL/PLEXOSUtils.jl,Umbrella
,,NREL/gbxml-to-openstudio,Umbrella
,,NREL/thesource_bootstrap,Umbrella
,,NREL/Exagoop,Umbrella
,,NREL/battery_capacity_from_eis,Umbrella
,,NREL/AEflow,Umbrella
,,NREL/pCrunch,Umbrella
,,NREL/OpenStudio-ERI,Umbrella
,,NREL/OpenStudio-PAT,Umbrella
,,NREL/pvdaq_access,Umbrella
,,NREL/PathParser,Umbrella
,,NREL/pysam,Umbrella
,,NREL/OpenDSS-wrapper,Umbrella
,,NREL/REoptPlots.jl,Umbrella
,,NREL/energyplus-web-gh,Umbrella
,,NREL/tyche,Umbrella
,,NREL/G2Aero,Umbrella
,,NREL/BLAST-Lite,Umbrella
,,NREL/alfalfa-client,Umbrella
,,NREL/reV-tutorial,Umbrella
,,NREL/polyID,Umbrella
,,NREL/alfalfa-notebooks,Umbrella
,,NREL/REoptLite,Umbrella
,,NREL/docker-openstudio-jupyter,Umbrella
,,NREL/nrel_bootstrap,Umbrella
,,NREL/MoorPy,Umbrella
,,NREL/rlmolecule,Umbrella
,,NREL/openstudio-gems,Umbrella
,,NREL/HVACResourceMap,Umbrella
,,NREL/gdx-pandas,Umbrella
,,NREL/NREL-Beam-Characterization,Umbrella
,,NREL/PLEXOS2PRAS.jl,Umbrella
,,NREL/BESTEST-GSR,Umbrella
,,NREL/GHGRP-for-Energy,Umbrella
,,NREL/mappymatch,Umbrella
,,NREL/DSS-SimPy-RL,Umbrella
,,NREL/OpenStudio-user-documentation,Umbrella
,,NREL/tyche-docs,Umbrella
,,NREL/PRAS,Umbrella
,,NREL/bcl-gem,Umbrella
,,NREL/PowerGridworld,Umbrella
,,NREL/SSRS,Umbrella
,,NREL/grapinator,Umbrella
,,NREL/graph-env,Umbrella
,,NREL/osw2osa,Umbrella
,,NREL/windtools,Umbrella
,,NREL/tasty,Umbrella
,,NREL/wfc_reference,Umbrella
,,NREL/farms,Umbrella
,,NREL/phygnn,Umbrella
,,NREL/SING,Umbrella
,,NREL/api.ml.nrel.gov,Umbrella
,,NREL/glm,Umbrella
,,NREL/flasc_cookiecutter_template,Umbrella
,,NREL/bifacialvf,Umbrella
,,NREL/HALOS,Umbrella
,,NREL/Renewable-Complementarity,Umbrella
,,NREL/BAR_Designs,Umbrella
,,NREL/jade,Umbrella
,,NREL/m2p,Umbrella
,,NREL/WPGNN,Umbrella
